Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
70	1	3.24	-53.1	21.9	-55	-53.1	21.9	-55
69	1	4.18	-28.1	59.4	30	-28.1	59.4	30
68	1	3.71	-18.8	-59.4	-55	-18.8	-59.4	-55
67	1	3.28	-18.8	6.25	30	-18.8	6.25	30
66	1	3.32	-37.5	15.6	45	-37.5	15.6	45
65	1	3.55	40.6	28.1	45	40.6	28.1	45
64	1	3.27	3.12	-53.1	50	3.12	-53.1	50
63	1	3.13	21.9	37.5	-55	21.9	37.5	-55
62	1	3.53	-31.2	18.8	-60	-31.2	18.8	-60
61	1	3.29	65.6	-12.5	30	65.6	-12.5	30
60	1	3.2	-53.1	-15.6	30	-53.1	-15.6	30
59	1	3.22	-34.4	-15.6	30	-34.4	-15.6	30
58	1	3.51	34.4	-31.2	50	34.4	-31.2	50
57	1	3.12	31.2	50	40	31.2	50	40
56	1	3.38	28.1	-18.8	50	28.1	-18.8	50
55	1	3.58	28.1	-12.5	50	28.1	-12.5	50
54	1	3.2	-50	3.12	-50	-50	3.12	-50
53	1	3.26	-43.8	-43.8	0	-43.8	-43.8	0
52	1	3.12	0	71.9	-5	0	71.9	-5
51	1	3.49	-56.2	53.1	-5	-56.2	53.1	-5
50	1	3.49	-62.5	25	-5	-62.5	25	-5
49	1	3.12	-59.4	-3.12	-5	-59.4	-3.12	-5
48	1	3.35	-65.6	-28.1	-5	-65.6	-28.1	-5
47	1	3.18	-59.4	-28.1	-5	-59.4	-28.1	-5
46	1	3.33	-31.2	68.8	-10	-31.2	68.8	-10
45	1	3.29	37.5	68.8	-10	37.5	68.7	-10
44	1	3.11	-40.6	62.5	-10	-40.6	62.5	-10
43	1	3.12	25	40.6	-30	25	40.6	-30
42	1	3.12	18.8	12.5	-10	18.8	12.5	-10
41	1	3.3	-21.9	43.8	-30	-21.9	43.8	-30
40	1	3.11	-25	-15.6	-10	-25	-15.6	-10
39	1	3.54	68.8	-28.1	-10	68.8	-28.1	-10
38	1	3.14	62.5	-37.5	-10	62.5	-37.5	-10
37	1	3.54	-6.25	56.2	-30	-6.25	56.2	-30
36	1	3.23	-43.8	56.2	-30	-43.8	56.2	-30
35	1	3.68	-37.5	71.9	-15	-37.5	71.9	-15
34	1	3.67	-34.4	-68.8	-25	-34.4	-68.8	-25
33	1	3.1	46.9	-59.4	-25	46.9	-59.4	-25
32	1	3.11	-68.8	-28.1	-15	-68.8	-28.1	-15
31	1	3.38	-62.5	-34.4	-25	-62.5	-34.4	-25
30	1	3.17	-9.38	18.8	-25	-9.38	18.8	-25
29	1	3.63	-28.1	46.9	-20	-28.1	46.9	-20
28	1	3.4	18.8	34.4	-20	18.8	34.4	-20
27	1	3.46	65.6	-28.1	-20	65.6	-28.1	-20
26	1	3.43	46.9	56.2	15	46.9	56.2	15
25	1	3.54	-68.8	6.25	-40	-68.8	6.25	-40
24	1	3.89	6.25	12.5	-40	6.25	12.5	-40
23	1	3.53	-37.5	-37.5	15	-37.5	-37.5	15
22	1	3.88	15.6	-78.1	15	15.6	-78.1	15
21	1	3.16	34.4	34.4	-40	34.4	34.4	-40
20	1	3.8	31.2	75	10	31.2	75	10
19	1	3.15	59.4	0	10	59.4	0	10
18	1	3.39	34.4	-21.9	-35	34.4	-21.9	-35
17	1	3.33	43.8	-62.5	10	43.8	-62.5	10
16	1	3.56	-68.8	-3.12	-35	-68.8	-3.13	-35
15	1	3.16	-37.5	34.4	5	-37.5	34.4	5
14	1	3.53	-18.8	12.5	5	-18.8	12.5	5
13	1	3.73	0	15.6	-35	0	15.6	-35
12	1	3.12	68.8	-15.6	5	68.8	-15.6	5
11	1	3.11	-59.4	-21.9	5	-59.4	-21.9	5
10	1	4.23	-31.2	-78.1	5	-31.2	-78.1	5
9	1	3.23	-28.1	75	0	-28.1	75	-4.77e-06
8	1	3.42	6.25	68.8	0	6.25	68.8	0
7	1	3.19	12.5	65.6	0	12.5	65.6	4.77e-06
6	1	3.25	-37.5	59.4	0	-37.5	59.4	-4.77e-06
5	1	3.15	-25	21.9	0	-25	21.9	-4.77e-06
4	1	3.83	-3.12	21.9	0	-3.12	21.9	0
3	1	3.27	-12.5	-56.2	-30	-12.5	-56.2	-30
2	1	3.2	65.6	-9.38	0	65.6	-9.38	0
1	1	3.88	-37.5	-3.12	-30	-37.5	-3.12	-30
