Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
175	6	4.36	10.1	76.6	-30	8.6	75.2	-29.4
174	6	4.69	-49.8	14.3	-62.6	-49.7	13.5	-64.3
173	6	4.3	-60.5	-31.5	-33.5	-59.4	-29.5	-34.5
172	6	3.86	-0.301	24.3	8.62	-0.874	23.8	8.86
171	5	4.62	-4.95	-15.4	66	-5.97	-17.3	68.1
170	5	4.18	10.1	23.1	-2.94	13	19.1	-4.41
169	5	4.49	-58.6	-22.4	49.2	-60.7	-20.3	48
168	5	4.98	-0.951	86	-16.5	0.199	85.5	-16.2
167	5	3.76	-62.6	47.8	-36.4	-59.9	48.4	-35.4
166	5	3.6	-24.2	80.7	-33.2	-23.6	81.6	-31.2
165	4	4.42	-24.9	45.8	-52.9	-24.1	45.8	-52.9
164	4	4.28	-69.9	-5.15	40.1	-66.7	-6.24	39.2
163	4	3.7	-26.4	-31.3	-45	-28.7	-33.7	-42.2
162	4	3.88	55.7	11.1	-57.7	57.5	9.79	-57
161	4	3.57	65.2	11.3	4.78	66.8	12.8	4.04
160	4	3.87	-7.46	22.4	52.9	-9.9	23	52.6
159	4	4.06	-54.9	-22.6	24.5	-53.3	-23.7	22
158	4	3.97	-6.9	27.7	-30.7	-5.35	27.8	-30.7
157	4	4.03	-8.23	1.07	-48.4	-9.63	-1.65	-48.5
156	4	4.55	12.4	89.7	-17.9	17.7	87.1	-24.1
155	4	4.12	24.7	-29.6	-63	26.4	-31	-62.2
154	4	3.93	29.6	83.4	-1.75	26.5	82.1	-4.12
153	4	4.08	-35.5	49.9	-42.8	-36.3	49.9	-42.9
152	4	4.17	-50.7	-72.3	-43.6	-49.1	-71.6	-44
151	4	3.45	-55.5	-13.1	13.4	-58.7	-15.9	11.7
150	4	3.56	40.9	10.2	60.6	39.1	11.6	59.9
149	3	3.67	-9.56	-87	14.9	-8.37	-88.8	15.9
148	3	4.48	-3.81	35.7	-53.4	-3.81	35.4	-51.3
147	3	3.42	-47.5	-36.6	56.7	-47.7	-35.6	56.2
146	3	3.93	-20.8	-21.8	6.45	-18.6	-21.9	8.69
145	3	4.3	10.7	8.14	35.8	9.65	7.24	36.3
144	3	3.36	-14.2	78.1	-0.394	-13.1	79.1	-0.878
143	3	4.08	-33.4	2.59	68.4	-32.4	4.58	67.5
142	3	3.86	-5.46	-92.5	-13.3	-4.18	-94	-16.6
141	3	3.4	-14.6	35.4	2.55	-15.6	34.3	3.05
140	3	3.88	-12.7	-1.59	65	-13.5	-4.4	66.4
139	3	3.88	5.17	-15.5	72.6	4.99	-12.7	71.1
138	3	3.66	-14.8	-50.2	-47.5	-12.7	-49.4	-45.9
137	3	3.8	27.1	73.3	-15.4	28.1	74.3	-15.9
136	3	3.62	19.1	-54.5	-13.1	18.1	-56.5	-12.2
135	3	3.42	-43.9	8.59	58.8	-43.8	8.06	55
134	3	3.93	-31	-8.9	-75.2	-32	-9.88	-74.7
133	3	3.33	-31.2	-66.8	-2.24	-27.9	-65.6	-2.72
132	3	3.55	-71.6	-18.5	-28	-73	-15.8	-27.3
131	3	3.6	-9.95	6.21	73.6	-9.88	6.27	73.5
130	3	3.82	-43.4	-80.8	-39.1	-41.1	-82.9	-35.9
129	2	3.52	-62.6	-5.66	-9.28	-64.2	-5.75	-9.29
128	2	3.24	-52.1	34.4	20.6	-52	32.9	21.3
127	2	3.27	14.5	57.7	-7.9	16.2	57.8	-7.89
126	2	3.28	-13.7	73.4	-10.5	-12.1	73.5	-10.5
125	2	3.63	7.23	12.8	14.7	8.8	12.9	14.7
124	2	3.76	-0.894	87.2	-29.6	0.687	87.3	-29.6
123	2	3.25	-65.6	35.6	0.865	-63.8	34.5	-1.6
122	2	3.69	54	23	23.4	55.6	23.1	23.4
121	2	3.17	-20.7	21.9	21.6	-20.6	20.4	22.4
120	2	4.11	30.2	80.6	-31.5	30.3	79.3	-30.8
119	2	4.53	-34.1	71.7	-4	-34	70.4	-3.37
118	2	4.11	-28	-70.4	37.1	-27.9	-71.7	37.7
117	2	4.17	-33.4	-44.7	61.3	-32	-44.7	61.3
116	2	3.27	-33.7	72.5	-41.8	-32	72.3	-38.5
115	2	3.55	-7.58	-60.6	-23.3	-9.17	-60.7	-23.3
114	2	3.36	38.8	-44.5	-17.6	38.7	-43.1	-18.3
113	2	3.74	-2.64	18.6	-50.9	-4.21	18.5	-50.9
112	2	3.33	-11.4	31.1	48.4	-13.2	32.2	50.8
111	2	3.43	-8.86	8.68	-39.8	-10.5	8.89	-42.9
110	2	3.43	-7.45	-64.8	-8.71	-5.84	-64.8	-8.71
109	2	4.09	-26.4	-86.7	1.77	-25	-86.6	1.77
108	2	3.39	-63.2	-44.7	-14.4	-63.1	-46.2	-13.7
107	2	3.36	-37.2	-25.5	-23.3	-35.5	-25.4	-23.3
106	2	3.93	41.6	53.1	26.5	41.7	51.8	27.1
105	2	3.92	-38.9	3	-56.6	-40.5	2.91	-56.6
104	2	3.54	-22.7	47.7	45.9	-22.6	46.2	46.6
103	2	3.37	2.58	42	-56.3	2.67	40.5	-55.6
102	2	3.46	4.12	-35.8	-10.6	5.78	-35.7	-10.6
101	2	3.28	-24.7	28.7	36.8	-23.1	28.8	36.8
100	2	3.28	-30.1	-31.7	-13.8	-31.8	-31.8	-13.8
99	2	3.65	-40.7	27.1	-43.9	-40.8	28.5	-44.6
98	2	3.64	51.9	0.205	53.6	50.3	0.118	53.6
97	2	4.06	-12.9	-79.8	-32.4	-13	-78.5	-33.1
96	2	3.26	26.8	73.7	9.31	28.6	72.3	10.1
95	2	3.79	80.6	-11.5	-14.4	80.5	-10	-15.1
94	2	3.17	3.86	20	-32.7	2.17	19.9	-32.7
93	2	3.9	-71.4	-20.2	-39.6	-71.3	-21.6	-38.9
92	2	3.3	24.1	27.2	-66.9	25.7	28.8	-67.6
91	2	3.86	78	-24.1	-1.8	78	-25.4	-1.12
90	2	3.83	36.7	-5.23	-75	35.1	-5.31	-75
89	2	3.84	53.3	-51.2	-57.4	53.4	-52.6	-56.7
88	2	3.29	-11.8	-2.27	-15.7	-13.4	-2.36	-15.7
87	1	3.97	12.1	-18.1	74.1	12.1	-18.1	74.1
86	1	3.18	3.05	71.2	22.3	3.05	71.2	22.3
85	1	3.15	-70.5	4.35	29	-70.5	4.35	29
84	1	3.16	39.7	28	51.6	39.7	28	51.6
83	1	3.12	-3.17	61.3	33.4	-3.17	61.3	33.4
82	1	3.43	7.38	1.84	70.1	7.38	1.84	70.1
81	1	3.18	-18	-19.5	42.7	-18	-19.5	42.7
80	1	3.25	-6.92	12.9	64	-6.92	12.9	64
79	1	3.31	-57.8	-33.6	48.6	-57.8	-33.6	48.6
78	1	3.51	27.7	-43.8	56.5	27.7	-43.8	56.5
77	1	3.63	3.21	12.9	70.6	3.21	12.9	70.6
76	1	3.24	12.9	79.5	-0.301	12.9	79.5	-0.301
75	1	3.84	-53.3	52.2	11.5	-53.3	52.2	11.5
74	1	3.18	63	40.7	21	63	40.7	21
73	1	3.25	-13	6.22	42.3	-13	6.22	42.3
72	1	3.11	-33.1	2.79	37.2	-33.1	2.79	37.2
71	1	3.45	16.6	73.2	9.27	16.6	73.2	9.27
70	1	4.37	-23.1	-47.1	62.8	-23.1	-47.1	62.8
69	1	3.67	-42.2	36.7	32.2	-42.2	36.7	32.2
68	1	3.16	-31.1	77.8	-7	-31.1	77.8	-7
67	1	3.67	38.3	-1.16	60.1	38.3	-1.16	60.1
66	1	3.12	27.7	4.2	57.1	27.7	4.2	57.1
65	1	3.11	-53.7	2.75	55.3	-53.7	2.75	55.3
64	1	3.26	10.2	10.3	72.1	10.2	10.3	72.1
63	1	3.3	-62.6	40.4	11	-62.6	40.4	11
62	1	3.63	30.4	16.2	51	30.4	16.2	51
61	1	3.4	-16.3	55.3	29.8	-16.3	55.3	29.8
60	1	3.25	-9.72	58.6	28.3	-9.72	58.6	28.3
59	1	3.11	39.6	46.3	-51.2	39.6	46.3	-51.2
58	1	3.14	-62.7	-0.808	-30.4	-62.7	-0.808	-30.4
57	1	3.18	-60.4	-36.3	-12.4	-60.4	-36.3	-12.4
56	1	3.53	-72.8	-0.73	-37	-72.8	-0.73	-37
55	1	3.43	76.3	4.4	-35	76.3	4.4	-35
54	1	3.11	-70.9	-30.3	-22	-70.9	-30.3	-22
53	1	3.35	-20.6	-72.1	0.806	-20.6	-72.1	0.806
52	1	3.65	-48.2	39.8	-63.1	-48.2	39.8	-63.1
51	1	3.27	-7.55	42	-62.9	-7.55	42	-62.9
50	1	3.5	50.8	33.3	-56.7	50.8	33.3	-56.7
49	1	3.39	-66.8	12.1	-49.6	-66.8	12.1	-49.6
48	1	3.39	71.1	-19	-29.5	71.1	-19	-29.5
47	1	3.72	-35.5	-51.5	-16.3	-35.5	-51.5	-16.3
46	1	3.38	1.92	1.62	-48.4	1.92	1.62	-48.4
45	1	3.16	-18.2	-1.81	-53.5	-18.2	-1.81	-53.5
44	1	3.39	12.7	-6.08	-50.4	12.7	-6.08	-50.4
43	1	3.18	-71.7	-13.6	-49.1	-71.7	-13.6	-49.1
42	1	3.18	27.2	-20.1	-42.8	27.2	-20.1	-42.8
41	1	3.1	-8.16	-51.7	-27.8	-8.16	-51.7	-27.8
40	1	3.11	44.8	23	-70.4	44.8	23	-70.4
39	1	3.3	18.9	3.8	-61.4	18.9	3.8	-61.4
38	1	3.54	-26	-90.7	-14.9	-26	-90.7	-14.9
37	1	3.53	-50.8	-20.1	-57.7	-50.8	-20.1	-57.7
36	1	3.23	-48.7	1.38	-74.7	-48.7	1.38	-74.7
35	1	3.67	-55.1	-4.9	-71.7	-55.1	-4.9	-71.7
34	1	3.42	42.1	-38.2	-51.8	42.1	-38.2	-51.8
33	1	3.21	59.1	-37.3	-51.8	59.1	-37.3	-51.8
32	1	3.14	1.54	-39.8	-58.5	1.54	-39.8	-58.5
31	1	3.62	1.82	-40.9	-76.7	1.82	-40.9	-76.7
30	1	3.2	-14.9	-44.7	-75.2	-14.9	-44.7	-75.2
29	1	3.3	62.6	47.8	4.84	62.6	47.8	4.84
28	1	3.28	17.7	6.81	24.3	17.7	6.81	24.3
27	1	3.31	-73.3	-4.08	27	-73.3	-4.08	27
26	1	3.42	-18.2	-15.9	34.7	-18.2	-15.9	34.7
25	1	3.64	63.6	33.7	5.83	63.6	33.7	5.83
24	1	3.25	-18.5	-9.38	25.1	-18.5	-9.38	25.1
23	1	3.18	5.73	37.1	-3.93	5.73	37.1	-3.93
22	1	3.2	-30.5	20.3	3.47	-30.5	20.3	3.47
21	1	4.06	22.4	-62.9	47.3	22.4	-62.9	47.3
20	1	3.34	12.9	85.6	-34.6	12.9	85.6	-34.6
19	1	3.13	-16.4	66.9	-32.2	-16.4	66.9	-32.2
18	1	3.28	-41.6	35.8	-17.2	-41.6	35.8	-17.2
17	1	3.86	3.17	26.3	-11	3.17	26.3	-11
16	1	3.22	76.5	-5.3	7.3	76.5	-5.3	7.3
15	1	3.36	37.4	76.3	-41.5	37.4	76.3	-41.5
14	1	3.31	10.9	66	-37.1	10.9	66	-37.1
13	1	3.1	48.7	59.1	-32.5	48.7	59.1	-32.5
12	1	3.87	-3.38	23.7	-16.1	-3.38	23.7	-16.1
11	1	3.11	16.8	-25.7	9.59	16.8	-25.7	9.59
10	1	3.64	-28.9	-54.9	23	-28.9	-54.9	23
9	1	3.2	3.61	21.7	-21.1	3.61	21.7	-21.1
8	1	3.1	-22.9	11.3	-16.7	-22.9	11.3	-16.7
7	1	3.12	-25.9	5.24	-13.7	-25.9	5.24	-13.7
6	1	3.16	77.2	-12.9	-1.27	77.2	-12.9	-1.27
5	1	3.17	-36.3	61.7	-48.9	-36.3	61.7	-48.9
4	1	3.55	71.8	-33.4	2.7	71.8	-33.4	2.7
3	1	3.12	-13	-34.4	-5.65	-13	-34.4	-5.65
2	1	4.05	-29.8	-38.3	-4.2	-29.8	-38.3	-4.2
1	1	3.46	6.77	-77.8	17	6.77	-77.8	17
