Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
60	2	3.2	9.59	-14.1	-27.7	9.79	-16.7	-29.5	226	9.59	-14.1	-27.7	208
59	2	3.37	-23.1	-33	-25.3	-23	-34.5	-24.6	454	-22.9	-36	-23.8	411
58	1	3.16	10.6	13	14.7	10.6	13	14.7	183	10.6	13	14.7	183
57	1	3.68	13.6	65.8	25.4	13.6	65.8	25.4	275	13.6	65.8	25.4	275
56	1	3.52	27.1	73.3	-15.4	27.1	73.3	-15.4	339	27.1	73.3	-15.4	339
55	1	3.19	-17.6	-24.2	32.7	-17.6	-24.2	32.7	200	-17.6	-24.2	32.7	200
54	1	3.59	9.97	74.7	-10.4	9.97	74.7	-10.4	299	9.97	74.7	-10.4	299
53	1	3.16	19.4	87.1	-16.4	19.4	87.1	-16.4	172	19.4	87.1	-16.4	172
52	1	3.16	-6.7	-36.7	51.8	-6.7	-36.7	51.8	315	-6.7	-36.7	51.8	315
51	1	3.19	56.5	-15.5	43	56.5	-15.5	43	245	56.5	-15.5	43	245
50	1	3.71	69.2	-2.9	37	69.2	-2.9	37	184	69.2	-2.9	37	184
49	1	3.1	-30	4.04	55.3	-30	4.04	55.3	272	-30	4.04	55.3	272
48	1	3.18	13.2	23.7	21.8	13.2	23.7	21.8	148	13.2	23.7	21.8	148
47	1	3.17	-45.9	-11.7	62.8	-45.9	-11.7	62.8	494	-45.9	-11.7	62.8	494
46	1	3.2	11.8	-11.5	64.5	11.8	-11.5	64.5	243	11.8	-11.5	64.5	243
45	1	3.22	42.4	-12.8	66.1	42.4	-12.8	66.1	312	42.4	-12.8	66.1	312
44	1	3.3	-42.7	-7.27	48.2	-42.7	-7.27	48.2	314	-42.7	-7.27	48.2	314
43	1	3.14	-46.5	-1.54	45.2	-46.5	-1.54	45.2	278	-46.5	-1.54	45.2	278
42	1	3.19	34.3	61.6	21.9	34.3	61.6	21.9	212	34.3	61.6	21.9	212
41	1	3.17	20.4	13.3	46	20.4	13.3	46	167	20.4	13.3	46	167
40	1	3.25	41.8	10.2	-26.5	41.8	10.2	-26.5	523	41.8	10.2	-26.5	523
39	1	3.13	58.8	11.1	-26.5	58.8	11.1	-26.5	211	58.8	11.1	-26.5	211
38	1	3.29	4.22	68.2	-63.3	4.22	68.2	-63.3	197	4.22	68.2	-63.3	197
37	1	3.22	50.7	32.1	-43.6	50.7	32.1	-43.6	586	50.7	32.1	-43.6	586
36	1	3.46	0.69	17.5	-37.8	0.69	17.5	-37.8	463	0.69	17.5	-37.8	463
35	1	3.24	27.8	19	-37.7	27.8	19	-37.7	252	27.8	19	-37.7	252
34	1	3.57	-7.55	42	-62.9	-7.55	42	-62.9	369	-7.55	42	-62.9	369
33	1	3.26	38	20.8	-50.7	38	20.8	-50.7	331	38	20.8	-50.7	331
32	1	3.13	28.3	-39.2	-20.6	28.3	-39.2	-20.6	204	28.3	-39.2	-20.6	204
31	1	3.35	-24.9	-56.9	-13.3	-24.9	-56.9	-13.3	315	-24.9	-56.9	-13.3	315
30	1	3.35	-32.7	11.6	-54.5	-32.7	11.6	-54.5	431	-32.7	11.6	-54.5	431
29	1	3.2	-47	23.3	-67.1	-47	23.3	-67.1	240	-47	23.3	-67.1	240
28	1	3.22	55.9	8.15	-56.2	55.9	8.15	-56.2	364	55.9	8.15	-56.2	364
27	1	3.13	39.9	-7.56	-48.8	39.9	-7.56	-48.8	455	39.9	-7.56	-48.8	455
26	1	3.27	65.2	-29.9	-36.6	65.2	-29.9	-36.6	214	65.2	-29.9	-36.6	214
25	1	3.19	29.9	-60.9	-28.2	29.9	-60.9	-28.2	313	29.9	-60.9	-28.2	313
24	1	3.52	59.7	3.68	-66.3	59.7	3.68	-66.3	194	59.7	3.68	-66.3	194
23	1	3.14	43.6	-9.08	-60.3	43.6	-9.08	-60.3	198	43.6	-9.08	-60.3	198
22	1	3.17	30.2	-12.8	-58.9	30.2	-12.8	-58.9	254	30.2	-12.8	-58.9	254
21	1	3.36	11.2	-82.6	-49	11.2	-82.6	-49	276	11.2	-82.6	-49	276
20	1	3.1	-33.2	61.7	-17.6	-33.2	61.7	-17.6	332	-33.2	61.7	-17.6	332
19	1	3.15	-63	-1.63	7.35	-63	-1.63	7.35	256	-63	-1.63	7.35	256
18	1	3.25	18.8	-59.5	39.3	18.8	-59.5	39.3	400	18.8	-59.5	39.3	400
17	1	3.18	-7.68	-69.9	43.7	-7.68	-69.9	43.7	346	-7.68	-69.9	43.7	346
16	1	3.24	18	59.8	-27.5	18	59.8	-27.5	268	18	59.8	-27.5	268
15	1	3.14	-20	16.2	-6.58	-20	16.2	-6.58	242	-20	16.2	-6.58	242
14	1	3.1	76.5	-5.3	7.3	76.5	-5.3	7.3	138	76.5	-5.3	7.3	138
13	1	3.18	-33.7	72.5	-41.8	-33.7	72.5	-41.8	167	-33.7	72.5	-41.8	167
12	1	3.53	-3.38	23.7	-16.1	-3.38	23.7	-16.1	986	-3.38	23.7	-16.1	986
11	1	3.78	73	-1.89	-0.763	73	-1.89	-0.763	244	73	-1.89	-0.763	244
10	1	3.14	-71.4	-27.6	7.78	-71.4	-27.6	7.78	407	-71.4	-27.6	7.78	407
9	1	3.18	61.7	-38.1	17.3	61.7	-38.1	17.3	298	61.7	-38.1	17.3	298
8	1	3.13	-24.9	-63.6	27.5	-24.9	-63.6	27.5	290	-24.9	-63.6	27.5	290
7	1	3.32	-18	-66.2	29	-18	-66.2	29	291	-18	-66.2	29	291
6	1	3.18	-53	57.2	-40.9	-53	57.2	-40.9	357	-53	57.2	-40.9	357
5	1	3.36	68.3	19.3	-17.9	68.3	19.3	-17.9	198	68.3	19.3	-17.9	198
4	1	3.39	71.5	23	-25.9	71.5	23	-25.9	185	71.5	23	-25.9	185
3	1	3.17	-2.56	13.1	-23.2	-2.56	13.1	-23.2	518	-2.56	13.1	-23.2	518
2	1	3.54	-24.3	-17.8	-8.17	-24.3	-17.8	-8.17	183	-24.3	-17.8	-8.17	183
1	1	3.1	64.6	26.3	-34	64.6	26.3	-34	210	64.6	26.3	-34	210
