Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
81	3	0.000398	3.4	3.35	17.2	69	9.75	18.4	72.2	9.17	5.25	17.2	69	9.75	3.94
80	3	6.68e-05	4.17	3.82	-37.8	36	-16.9	-39.9	37.1	-17	2.12	-41.1	36.1	-16.8	1.91
79	3	0.000349	3.46	3.39	62.8	-40.5	4.9	59.5	-40.4	4.97	2.33	62.8	-40.5	4.9	1.78
78	3	0.000193	3.71	3.55	-10.6	30.4	-5.35	-9.52	32.5	-5.74	1.78	-7.21	33.6	-6	1.59
77	3	0.000463	3.33	3.31	9.96	52.7	-9.82	9.92	53.9	-10	2.1	9.96	52.7	-9.82	2.06
76	3	0.000133	3.88	3.65	35	-87.2	2.51	36.1	-86.2	2.31	1.99	38.4	-87.3	2.43	1.55
75	3	0.000202	3.69	3.54	20.8	-79.7	-60.6	21.9	-81.9	-60.2	3.37	24.1	-83.1	-60.1	2.91
74	3	0.000672	3.17	3.21	-17	15.3	48.3	-19.2	14.3	48.6	1.07	-20.4	15.4	48.4	0.952
73	2	7.14e-05	4.15	3.8	-48	15.9	3.88	-47.9	17.4	3.62	1.91	-48	15.9	3.88	1.71
72	2	0.000556	3.26	3.26	6.68	-4.96	73.8	6.66	-6.55	74.1	1.8	6.68	-4.96	73.8	1.59
71	2	0.000195	3.71	3.55	-26.6	-81.7	-58.9	-25	-81.7	-58.9	4.81	-26.6	-81.7	-58.9	4.55
70	2	0.00037	3.43	3.37	66.4	-35.6	15.3	68	-35.6	15.2	1.54	69.8	-35.7	15.2	1.47
69	2	7.31e-05	4.14	3.8	-19.8	-98.1	-33.6	-18.2	-98.2	-33.6	1.91	-19.8	-98.1	-33.6	1.62
68	2	1.98e-05	4.7	4.11	-37.2	14.2	60.4	-37.2	12.8	60.7	1.55	-37.2	14.2	60.4	1.34
67	2	0.000515	3.29	3.28	-0.288	-9.72	63.5	-1.94	-9.68	63.6	1.91	-0.288	-9.72	63.5	1.79
66	2	4.87e-05	4.31	3.9	-61.2	22.1	20.1	-61.2	23.6	19.9	2.31	-61.2	22.1	20.1	1.91
65	2	0.000435	3.36	3.33	34.3	-80.1	-60.9	32.7	-81.7	-60.6	2.56	34.3	-80.1	-60.9	2.49
64	2	0.000638	3.19	3.22	-30.7	0.117	57	-30.7	-1.49	57.3	1.14	-30.7	-3.16	57.6	1.07
63	2	0.00073	3.14	3.18	-47.8	9.48	27.6	-46.1	9.43	27.6	1.29	-47.8	9.48	27.6	1.16
62	2	0.000501	3.3	3.29	-59.1	-28.1	-22.1	-59.1	-29.8	-21.8	1.82	-59.1	-28.1	-22.1	1.65
61	2	0.000418	3.38	3.34	-31.7	-69.5	63.5	-31.6	-67.5	65.9	2.51	-31.5	-65.4	68.4	1.9
60	2	0.000382	3.42	3.37	-31.5	-54	55.1	-33.2	-53.9	55.2	2.1	-31.5	-54	55.1	1.97
59	2	0.000388	3.41	3.36	47	2.78	43	47	1.21	43.3	1.73	47	2.78	43	1.63
58	2	0.000806	3.09	3.15	56.3	-57.3	47.6	56.3	-55.7	47.3	2.14	56.3	-57.3	47.6	2
57	2	0.00047	3.33	3.31	60.6	8.94	41.6	59	8.99	41.6	2.84	57.3	9.04	41.7	2.73
56	2	0.000467	3.33	3.31	-37.9	26.2	-15.2	-37.9	27.8	-15.4	1.59	-37.9	26.2	-15.2	1.52
55	2	0.000472	3.33	3.31	-30.6	11.5	43.7	-32.3	11.6	43.8	0.878	-34	11.6	43.8	0.868
54	2	0.000311	3.51	3.42	43.4	-21.6	58.7	41.8	-23.2	59	1.52	43.4	-21.6	58.7	1.51
53	2	0.000138	3.86	3.64	37.5	57	22.6	35.9	57.1	22.6	1.76	37.5	57	22.6	1.68
52	2	0.000117	3.93	3.68	34.2	52.3	34.8	32.5	52.3	34.8	2.2	30.8	52.4	34.9	2.07
51	1	0.000109	3.96	3.7	-69.2	-32.7	-9.67	-69.2	-32.7	-9.67	1.76	-69.2	-32.7	-9.67	1.76
50	1	0.000569	3.25	3.25	-16.9	66.6	-11.5	-16.9	66.6	-11.5	2.87	-16.9	66.6	-11.5	2.87
49	1	0.000659	3.18	3.21	-40.8	54.2	-8.63	-40.8	54.2	-8.63	2.2	-40.8	54.2	-8.63	2.2
48	1	0.000587	3.23	3.24	18.8	-48.2	13.1	18.8	-48.2	13.1	1.06	18.8	-48.2	13.1	1.06
47	1	0.000978	3.01	3.1	-54.8	32.4	-21.4	-54.8	32.4	-21.4	0.996	-54.8	32.4	-21.4	0.996
46	1	0.000965	3.02	3.1	-3.94	40.8	-24.3	-3.94	40.8	-24.3	3.54	-3.94	40.8	-24.3	3.54
45	1	0.000732	3.14	3.18	13.2	46.1	-8.76	13.2	46.1	-8.76	1.84	13.2	46.1	-8.76	1.84
44	1	0.000633	3.2	3.22	59.2	-39.6	-12.1	59.2	-39.6	-12.1	0.97	59.2	-39.6	-12.1	0.97
43	1	0.000983	3.01	3.1	2.57	26.6	-27.7	2.57	26.6	-27.7	2.19	2.57	26.6	-27.7	2.19
42	1	0.000579	3.24	3.25	53	19.4	-44.8	53	19.4	-44.8	1.39	53	19.4	-44.8	1.39
41	1	0.000882	3.05	3.13	-34.9	19.5	-36.7	-34.9	19.5	-36.7	2.79	-34.9	19.5	-36.7	2.79
40	1	0.000987	3.01	3.09	56.3	-23.9	2.2	56.3	-23.9	2.2	1.33	56.3	-23.9	2.2	1.33
39	1	0.000869	3.06	3.13	32.8	20.8	-38.8	32.8	20.8	-38.8	2.54	32.8	20.8	-38.8	2.54
38	1	0.000445	3.35	3.32	-54.8	23.4	-14.2	-54.8	23.4	-14.2	3.4	-54.8	23.4	-14.2	3.4
37	1	9.07e-05	4.04	3.74	43	27.1	-40.2	43	27.1	-40.2	2.08	43	27.1	-40.2	2.08
36	1	0.000403	3.39	3.35	35.6	-16.1	-38.1	35.6	-16.1	-38.1	1.08	35.6	-16.1	-38.1	1.08
35	1	0.000947	3.02	3.11	50.1	-23.5	47.5	50.1	-23.5	47.5	1.28	50.1	-23.5	47.5	1.28
34	1	0.00099	3	3.09	57.1	-4.06	44	57.1	-4.06	44	1.23	57.1	-4.06	44	1.23
33	1	0.000654	3.18	3.21	-37.6	-1.38	46.2	-37.6	-1.38	46.2	1.2	-37.6	-1.38	46.2	1.2
32	1	0.0008	3.1	3.16	33.5	-0.115	43.9	33.5	-0.115	43.9	1.07	33.5	-0.115	43.9	1.07
31	1	0.000119	3.92	3.67	-25	-73	63.9	-25	-73	63.9	1.6	-25	-73	63.9	1.6
30	1	0.000531	3.27	3.27	33.4	-5.82	50.6	33.4	-5.82	50.6	1.18	33.4	-5.82	50.6	1.18
29	1	0.000305	3.52	3.43	-31.2	-39.2	63.9	-31.2	-39.2	63.9	1.48	-31.2	-39.2	63.9	1.48
28	1	0.000263	3.58	3.47	-54.3	35	17.7	-54.3	35	17.7	2.08	-54.3	35	17.7	2.08
27	1	0.000307	3.51	3.43	-47.2	30.1	52.3	-47.2	30.1	52.3	1.33	-47.2	30.1	52.3	1.33
26	1	0.000509	3.29	3.29	53.6	-27.6	65.1	53.6	-27.6	65.1	1.33	53.6	-27.6	65.1	1.33
25	1	0.000797	3.1	3.16	-47.8	-21.5	66.9	-47.8	-21.5	66.9	1.31	-47.8	-21.5	66.9	1.31
24	1	0.000354	3.45	3.39	23.3	-13.7	63.5	23.3	-13.7	63.5	0.865	23.3	-13.7	63.5	0.865
23	1	0.000455	3.34	3.32	-17.8	-60.8	78.6	-17.8	-60.8	78.6	1.63	-17.8	-60.8	78.6	1.63
22	1	0.000517	3.29	3.28	23.1	-35.7	73	23.1	-35.7	73	1.66	23.1	-35.7	73	1.66
21	1	0.000892	3.05	3.12	20.1	-6.18	68	20.1	-6.18	68	1.41	20.1	-6.18	68	1.41
20	1	0.000799	3.1	3.16	-10.1	2.07	73.1	-10.1	2.07	73.1	2.23	-10.1	2.07	73.1	2.23
19	1	0.000237	3.63	3.5	-33.6	29.7	52	-33.6	29.7	52	1.74	-33.6	29.7	52	1.74
18	1	3.39e-05	4.47	3.98	63.8	25.9	-1.02	63.8	25.9	-1.02	1.13	63.8	25.9	-1.02	1.13
17	1	0.000651	3.19	3.22	-64.6	32.8	1.42	-64.6	32.8	1.42	1.01	-64.6	32.8	1.42	1.01
16	1	0.000505	3.3	3.29	59.1	-71.4	21.7	59.1	-71.4	21.7	0.978	59.1	-71.4	21.7	0.978
15	1	0.000953	3.02	3.1	50.2	14	7.09	50.2	14	7.09	1.43	50.2	14	7.09	1.43
14	1	0.000548	3.26	3.26	-27.9	-9.16	19	-27.9	-9.16	19	0.898	-27.9	-9.16	19	0.898
13	1	0.000122	3.91	3.67	13.3	32.3	10.6	13.3	32.3	10.6	1.33	13.3	32.3	10.6	1.33
12	1	0.000356	3.45	3.38	-6.71	55.8	7.09	-6.71	55.8	7.09	1.23	-6.71	55.8	7.09	1.23
11	1	0.000382	3.42	3.37	-48.4	-33.9	29.5	-48.4	-33.9	29.5	1.28	-48.4	-33.9	29.5	1.28
10	1	0.000399	3.4	3.35	39.6	-46.1	51.8	39.6	-46.1	51.8	1.7	39.6	-46.1	51.8	1.7
9	1	0.000985	3.01	3.09	13.7	59.3	11.5	13.7	59.3	11.5	1.84	13.7	59.3	11.5	1.84
8	1	0.00074	3.13	3.18	63.8	6.32	25	63.8	6.32	25	1.12	63.8	6.32	25	1.12
7	1	0.000968	3.01	3.1	-7.05	15.7	31	-7.05	15.7	31	1.29	-7.05	15.7	31	1.29
6	1	0.00068	3.17	3.2	52.8	-67	49.4	52.8	-67	49.4	1.54	52.8	-67	49.4	1.54
5	1	0.000403	3.39	3.35	-21.5	-58.4	50	-21.5	-58.4	50	1.22	-21.5	-58.4	50	1.22
4	1	0.000292	3.54	3.44	6.42	6.36	37.9	6.42	6.36	37.9	1.64	6.42	6.36	37.9	1.64
3	1	0.000866	3.06	3.13	-41.9	-73.3	58.8	-41.9	-73.3	58.8	1.13	-41.9	-73.3	58.8	1.13
2	1	0.00041	3.39	3.35	-21.6	-67.3	57.2	-21.6	-67.3	57.2	2.04	-21.6	-67.3	57.2	2.04
1	1	0.000521	3.28	3.28	3.16	30.1	16.9	3.16	30.1	16.9	1.68	3.16	30.1	16.9	1.68
