Cluster Index	Voxels	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
11	1	3.37	47	24	17	47	24	17	1.28	47	24	17	1.28
10	1	3.35	21	20	21	21	20	21	1.7	21	20	21	1.7
9	1	3.09	29	53	17	29	53	17	1.84	29	53	17	1.84
8	1	3.18	14	37	18	14	37	18	1.12	14	37	18	1.12
7	1	3.1	35	39	19	35	39	19	1.29	35	39	19	1.29
6	1	3.2	17	14	20	17	14	20	1.54	17	14	20	1.54
5	1	3.35	39	16	20	39	16	20	1.22	39	16	20	1.22
4	1	3.44	31	36	20	31	36	20	1.64	31	36	20	1.64
3	1	3.13	45	11	21	45	11	21	1.13	45	11	21	1.13
2	1	3.35	39	13	21	39	13	21	2.04	39	13	21	2.04
1	1	3.28	32	44	17	32	44	17	1.68	32	44	17	1.68
