Cluster Index	Voxels	Z-MAX	Z-MAX X (vox)	Z-MAX Y (vox)	Z-MAX Z (vox)	Z-COG X (vox)	Z-COG Y (vox)	Z-COG Z (vox)	COPE-MAX	COPE-MAX X (vox)	COPE-MAX Y (vox)	COPE-MAX Z (vox)	COPE-MEAN
61	2	3.45	51	23	14	51	22.5	14	120	51	22	14	118
60	2	3.56	42	17	10	42	16.5	10	201	42	16	10	185
59	1	3.36	28	53	15	28	53	15	198	28	53	15	198
58	1	4.3	40	10	22	40	10	22	103	40	10	22	103
57	1	3.13	51	22	8	51	22	8	108	51	22	8	108
56	1	3.1	15	25	7	15	25	7	159	15	25	7	159
55	1	3.09	49	45	6	49	45	6	65.2	49	45	6	65.2
54	1	3.28	46	24	6	46	24	6	163	46	24	6	163
53	1	3.11	42	27	22	42	27	22	68.3	42	27	22	68.3
52	1	3.3	13	38	22	13	38	22	43.9	13	38	22	43.9
51	1	3.52	42	8	6	42	8	6	97.9	42	8	6	97.9
50	1	3.12	34	23	23	34	23	23	110	34	23	23	110
49	1	3.3	36	27	23	36	27	23	63.5	36	27	23	63.5
48	1	3.46	38	8	6	38	8	6	151	38	8	6	151
47	1	3.29	26	8	6	26	8	6	178	26	8	6	178
46	1	3.13	36	20	24	36	20	24	121	36	20	24	121
45	1	3.34	21	8	16	21	8	16	80.6	21	8	16	80.6
44	1	3.16	39	34	24	39	34	24	75.2	39	34	24	75.2
43	1	3.72	44	37	24	44	37	24	102	44	37	24	102
42	1	3.94	19	41	24	19	41	24	74.6	19	41	24	74.6
41	1	3.23	45	42	24	45	42	24	62.2	45	42	24	62.2
40	1	3.88	49	39	4	49	39	4	81.9	49	39	4	81.9
39	1	3.43	41	16	25	41	16	25	202	41	16	25	202
38	1	3.2	48	25	25	48	25	25	154	48	25	25	154
37	1	3.26	30	47	25	30	47	25	133	30	47	25	133
36	1	3.35	16	26	4	16	26	4	217	16	26	4	217
35	1	3.6	20	56	15	20	56	15	57.9	20	56	15	57.9
34	1	3.3	31	14	1	31	14	1	106	31	14	1	106
33	1	3.17	35	33	26	35	33	26	145	35	33	26	145
32	1	3.4	41	56	15	41	56	15	64	41	56	15	64
31	1	3.22	30	21	24	30	21	24	88.9	30	21	24	88.9
30	1	3.41	24	53	17	24	53	17	130	24	53	17	130
29	1	3.46	27	58	17	27	58	17	153	27	58	17	153
28	1	4.16	27	7	18	27	7	18	133	27	7	18	133
27	1	3.09	46	18	18	46	18	18	85.6	46	18	18	85.6
26	1	3.22	10	26	14	10	26	14	54.1	10	26	14	54.1
25	1	3.12	52	26	13	52	26	13	116	52	26	13	116
24	1	3.21	30	41	18	30	41	18	149	30	41	18	149
23	1	3.26	55	25	13	55	25	13	66.1	55	25	13	66.1
22	1	3.39	51	31	14	51	31	14	94.5	51	31	14	94.5
21	1	3.4	31	39	14	31	39	14	236	31	39	14	236
20	1	3.63	13	38	19	13	38	19	79.4	13	38	19	79.4
19	1	3.11	20	49	11	20	49	11	236	20	49	11	236
18	1	3.18	27	47	19	27	47	19	114	27	47	19	114
17	1	3.44	44	44	11	44	44	11	142	44	44	11	142
16	1	3.34	10	27	16	10	27	16	51.1	10	27	16	51.1
15	1	3.65	42	13	15	42	13	15	80.7	42	13	15	80.7
14	1	3.24	23	10	20	23	10	20	115	23	10	20	115
13	1	3.09	28	22	15	28	22	15	65.9	28	22	15	65.9
12	1	3.19	10	24	15	10	24	15	41.7	10	24	15	41.7
11	1	3.19	54	26	10	54	26	10	86.8	54	26	10	86.8
10	1	3.32	54	27	20	54	27	20	71	54	27	20	71
9	1	3.5	27	29	20	27	29	20	68.5	27	29	20	68.5
8	1	4.01	33	39	15	33	39	15	403	33	39	15	403
7	1	3.35	39	13	21	39	13	21	154	39	13	21	154
6	1	3.39	50	16	21	50	16	21	156	50	16	21	156
5	1	3.75	21	20	21	21	20	21	130	21	20	21	130
4	1	3.32	53	29	21	53	29	21	64.2	53	29	21	64.2
3	1	3.29	50	13	10	50	13	10	67.4	50	13	10	67.4
2	1	3.48	34	50	9	34	50	9	144	34	50	9	144
1	1	3.13	28	6	11	28	6	11	140	28	6	11	140
