Cluster Index	Z	P	-log10(P)	x	y	z	
45	3.43	0.000302	3.52	39	15	23
44	3.21	0.000655	3.18	16	33	23
43	3.23	0.000622	3.21	36	34	23
42	3.31	0.000467	3.33	20	18	24
41	3.16	0.00079	3.1	35	17	25
40	3.1	0.000975	3.01	36	31	25
39	3.78	7.91e-05	4.1	31	17	26
38	3.86	5.67e-05	4.25	30	19	26
37	3.28	0.000527	3.28	25	21	26
36	3.23	0.000628	3.2	41	21	26
35	3.47	0.000261	3.58	35	22	26
34	3.17	0.000764	3.12	39	32	27
33	3.11	0.000948	3.02	32	24	28
32	3.21	0.00066	3.18	40	26	22
31	3.31	0.000463	3.33	17	46	9
30	3.26	0.000551	3.26	40	49	9
29	3.39	0.000346	3.46	29	5	10
28	3.23	0.000618	3.21	33	12	10
27	3.44	0.000286	3.54	53	24	10
26	3.17	0.000752	3.12	52	28	10
25	3.33	0.000437	3.36	48	32	11
24	3.25	0.000582	3.24	39	36	11
23	3.46	0.000266	3.57	47	47	11
22	3.12	0.000919	3.04	43	6	12
21	3.35	0.000407	3.39	22	13	12
20	3.23	0.000622	3.21	52	36	12
19	3.11	0.000938	3.03	30	43	12
18	3.43	0.000298	3.53	51	44	12
17	3.65	0.000133	3.88	11	35	16
16	3.16	0.000787	3.1	38	6	13
15	3.6	0.000158	3.8	12	21	13
14	3.21	0.000667	3.18	48	23	13
13	3.38	0.000363	3.44	39	14	0
12	3.11	0.000943	3.03	32	39	13
11	3.45	0.000285	3.54	39	17	14
10	3.12	0.000892	3.05	52	31	14
9	3.14	0.000853	3.07	26	6	15
8	3.28	0.000513	3.29	50	12	15
7	3.73	9.71e-05	4.01	52	27	15
6	3.44	0.000288	3.54	13	39	15
5	3.22	0.000641	3.19	44	11	16
4	3.4	0.000334	3.48	47	16	16
3	3.71	0.000104	3.98	26	23	16
2	3.29	0.000496	3.3	43	31	16
1	3.25	0.000575	3.24	36	4	13
