Cluster Index	Voxels	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)
29	1	3.24	-55.6	4.41	-50.4	-55.6	4.41	-50.4
28	1	3.12	31.4	-66.8	-40.5	31.4	-66.8	-40.5
27	1	3.23	-50.6	23.6	53.5	-50.6	23.6	53.5
26	1	3.17	6.07	-39.4	68.5	6.07	-39.4	68.5
25	1	3.41	-32	-0.376	-55.9	-32	-0.376	-55.9
24	1	3.12	-27.8	-49.8	82.6	-27.8	-49.8	82.6
23	1	3.26	-50.1	-73.6	-54	-50.1	-73.6	-54
22	1	3.53	-62.9	-46.1	-30.1	-62.9	-46.1	-30.1
21	1	3.42	-21.6	-36.4	17.9	-21.6	-36.4	17.9
20	1	3.26	73.4	0.127	-13.8	73.4	0.127	-13.8
19	1	3.48	-0.602	12.2	8.85	-0.602	12.2	8.85
18	1	4.12	-32.4	-90.9	33.3	-32.4	-90.9	33.3
17	1	3.15	38.5	-74.2	0.151	38.5	-74.2	0.151
16	1	3.31	12.4	-30	21.5	12.4	-30	21.5
15	1	3.13	-45	5.91	-17.1	-45	5.91	-17.1
14	1	3.24	-7.8	4.86	-17.9	-7.8	4.86	-17.9
13	1	3.16	35.7	-29.1	-13.3	35.7	-29.1	-13.3
12	1	3.56	-13.1	74	15.4	-13.1	74	15.4
11	1	3.6	-46.1	-87.4	10.5	-46.1	-87.4	10.5
10	1	3.16	76.7	-5.67	-7.21	76.7	-5.67	-7.21
9	1	3.97	-19.5	-104	-4.37	-19.5	-104	-4.37
8	1	3.59	76.3	-44.1	5.15	76.3	-44.1	5.15
7	1	3.28	49.7	17.9	-33.2	49.7	17.9	-33.2
6	1	3.23	2.13	-0.392	-28.6	2.13	-0.392	-28.6
5	1	3.13	-65.7	-11.6	-24.8	-65.7	-11.6	-24.8
4	1	3.21	1.91	-42	6.89	1.91	-42	6.89
3	1	3.34	-72.5	-17.9	-23.5	-72.5	-17.9	-23.5
2	1	3.11	7.24	76.7	14.4	7.24	76.7	14.4
1	1	4.07	18.5	-90.7	43.2	18.5	-90.7	43.2
