Cluster Index	Voxels	P	-log10(P)	Z-MAX	Z-MAX X (mm)	Z-MAX Y (mm)	Z-MAX Z (mm)	Z-COG X (mm)	Z-COG Y (mm)	Z-COG Z (mm)	COPE-MAX	COPE-MAX X (mm)	COPE-MAX Y (mm)	COPE-MAX Z (mm)	COPE-MEAN
133	16	0.000128	3.89	3.66	10.6	57.1	40.3	14.9	59.2	40.5	2.17e+03	10.7	60.3	39.7	1.17e+03
132	14	0.000164	3.79	3.59	10.4	21.1	69.2	7.43	29.1	65	1.97e+03	10.6	36.7	60.8	1.38e+03
131	13	1.93e-05	4.71	4.12	11.7	-91.3	37.8	10.7	-93.3	35.8	880	11.7	-91.3	37.8	548
130	12	7.88e-07	6.1	4.8	-28.4	-59	44.6	-25	-59.5	44.6	506	-31.7	-58.9	44.7	376
129	12	7.11e-07	6.15	4.82	-55.5	-0.451	-38.3	-58.8	-1.7	-38.3	541	-55.5	-0.451	-38.3	344
128	11	1.03e-05	4.99	4.26	40.2	24.9	11.1	41.1	26	13.9	514	40.2	24.9	11.1	379
127	10	1.52e-06	5.82	4.67	-42.6	-83.3	15.3	-42.5	-88.4	13.1	851	-46	-86.5	16	623
126	10	0.000145	3.84	3.62	-28.8	-80.3	37	-30.1	-76.8	40.4	1.06e+03	-28.7	-79.5	42.6	622
125	10	8.45e-06	5.07	4.3	42.1	-55.5	-8.86	41.4	-54.8	-11.6	428	42.1	-55.5	-8.86	336
124	9	0.000103	3.99	3.71	19.8	4.29	26.6	18.3	0.264	28.5	864	16.3	-2.17	27.8	554
123	9	7.11e-05	4.15	3.8	30.5	7.47	71	28	9.58	70.7	1.37e+03	23.8	10.9	70.6	966
122	9	3.43e-05	4.46	3.98	64	28.4	15.5	59.6	31.4	10.8	763	60.6	30.9	9.5	465
121	8	4.58e-07	6.34	4.91	33	29.1	-29	31.9	24.6	-28.2	880	33	25.8	-28.4	615
120	8	3.32e-05	4.48	3.99	-44	61.7	-4.19	-37.8	61.1	-4.27	871	-37.2	61.5	-4.35	605
119	8	0.000132	3.88	3.65	-49	-20.3	-35	-48.4	-18.8	-33.8	468	-48.9	-13.7	-36.2	390
118	7	0.000127	3.9	3.66	-10.6	5.15	27.3	-8.31	2.98	22.8	1.67e+03	-7.38	0.936	22.3	1.24e+03
117	7	1.5e-05	4.82	4.17	25.2	-74.6	17.6	26.7	-72.5	16.4	339	28.6	-74.7	17.5	276
116	7	4.54e-05	4.34	3.91	-33.5	37.1	56.3	-31.6	30.6	59.8	793	-33.6	30.5	57.5	605
115	6	0.000285	3.54	3.45	-18.9	-92.1	27.5	-17.8	-93.8	27.8	803	-22.4	-95.3	28.2	486
114	6	0.00051	3.29	3.28	-3.27	45.1	25.8	-8.13	54.1	29.1	1.74e+03	-13.1	62.6	28.7	785
113	6	0.000246	3.61	3.49	56	-68.8	38.3	55.4	-68.7	35.5	797	56	-68.8	38.3	588
112	6	3.72e-05	4.43	3.96	-41.6	-33.3	34.9	-42.6	-31.8	34.7	279	-41.6	-33.3	34.9	244
111	6	6.3e-05	4.2	3.83	66.1	-55.2	18.7	65.6	-56.8	19.1	667	66	-56.1	13.2	485
110	6	8.19e-05	4.09	3.77	-13.1	37.3	61.4	-17	36.4	59	1.42e+03	-16.6	30.9	62.6	1.07e+03
109	6	0.000135	3.87	3.64	45.4	-45	-27.7	47.1	-48.3	-27.2	678	48.8	-48.4	-27.2	551
108	6	6.12e-05	4.21	3.84	13.3	35.5	10	11.1	36.1	10	736	13.4	42.1	8.9	474
107	5	0.000124	3.91	3.66	15	-55.6	-13.7	17	-55	-13.9	611	18.4	-55.7	-13.8	546
106	5	4.01e-05	4.4	3.94	37.1	33.3	21.1	41.8	37.6	20.2	793	43.9	39.6	19.8	609
105	5	8.38e-05	4.08	3.76	-5.76	-93.5	-0.897	-5.8	-94.2	-0.775	1.62e+03	-5.76	-93.5	-0.897	1.22e+03
104	5	2.85e-05	4.54	4.02	-39.2	-88.3	27.4	-41.8	-86.3	27.1	767	-42.5	-84.9	26.9	658
103	4	0.00046	3.34	3.31	17.8	-78.7	-32.4	17.8	-78.3	-29.7	416	17.8	-78.7	-32.4	341
102	4	0.000166	3.78	3.59	-23.2	52.3	47.7	-21.5	52.3	47.7	1.18e+03	-16.4	52.1	47.6	638
101	4	8.95e-05	4.05	3.75	-10.6	22.3	7.37	-10.6	20.3	10.5	1.17e+03	-7.28	18.9	7.86	776
100	4	0.000126	3.9	3.66	56.2	-47.6	23.3	56.1	-47.8	22	400	56.2	-47.6	23.3	351
99	4	0.000145	3.84	3.62	-30.5	46.6	9.35	-30.5	48.2	9.07	729	-30.5	49.9	8.78	618
98	4	0.000176	3.75	3.57	-21.7	-57.6	32.9	-21.8	-56.8	32.8	460	-21.7	-57.6	32.9	392
97	4	8.96e-05	4.05	3.75	20.2	56.6	-5.13	21.1	57.4	-5.29	1.28e+03	20.2	56.6	-5.13	1.03e+03
96	4	6.16e-05	4.21	3.84	-17.4	42	-18.5	-15	44.3	-19	704	-14	45.2	-19.1	633
95	4	0.000826	3.08	3.15	25.6	-8.45	-33.5	27.3	-10.5	-30.4	471	25.6	-8.45	-33.5	409
94	4	3.12e-05	4.51	4	24	58.3	28.4	22.4	56.8	28.7	948	24	58.3	28.4	667
93	4	0.000602	3.22	3.24	13.4	25	28.8	9.23	26.5	32.9	429	6.69	26	34.5	393
92	4	0.000125	3.9	3.66	-19.3	-96.4	-0.00902	-21	-97.9	0.313	903	-19.4	-99.6	0.562	659
91	3	0.000232	3.63	3.5	-22.5	-60.3	-28.8	-21.4	-59.3	-29	331	-22.5	-60.3	-28.8	313
90	3	5.72e-05	4.24	3.86	50.6	52.4	-5.27	50.6	52.5	-5.28	831	50.6	52.4	-5.27	662
89	3	0.000562	3.25	3.26	-7.94	-30.2	16.4	-4.64	-31.7	14.7	1.04e+03	-1.3	-34.5	11.3	656
88	3	0.000297	3.53	3.43	-24.2	33.2	-11.1	-23.1	31.1	-10.8	526	-24.2	33.2	-11.1	439
87	3	0.000341	3.47	3.4	-72.6	-44	3.7	-70.4	-47.3	4.21	877	-69.3	-50.7	4.77	692
86	3	3.31e-05	4.48	3.99	46.3	20.4	-39.2	46.3	19.7	-37.3	476	46.3	20.4	-39.2	457
85	3	4.35e-05	4.36	3.92	-26.8	69.4	5.28	-25.8	67.3	5.61	883	-26.9	66.2	5.85	727
84	3	6.48e-05	4.19	3.83	-6.37	70.5	15.8	-6.27	70.4	15.8	1.05e+03	-3.04	67.2	16.3	814
83	3	3.32e-05	4.48	3.99	-15.4	-90.6	38.4	-16.5	-91.5	38.6	905	-15.4	-90.6	38.4	720
82	3	0.000184	3.73	3.56	-32.2	-86.8	38.3	-32.2	-86.8	38.3	852	-28.9	-86.9	38.2	735
81	3	0.000188	3.72	3.56	-50.7	20.3	54.1	-51.8	18.2	54.5	651	-50.7	17.1	54.6	496
80	3	0.00015	3.82	3.62	1.14	-39	-61.4	2.23	-38	-61.7	789	1.18	-35.8	-62	517
79	2	0.000192	3.72	3.55	6.8	24.4	46.1	6.82	26	45.8	468	6.85	27.7	45.5	456
78	2	0.000207	3.68	3.53	-1.9	-63.3	-0.61	-0.296	-61.8	-0.914	581	-1.9	-63.3	-0.61	565
77	2	0.000665	3.18	3.21	50.3	13.2	24.2	52	13.2	24.1	397	50.3	13.2	24.2	373
76	2	0.00014	3.85	3.63	-21.9	-60.1	16.4	-21.9	-58.6	16.1	421	-21.9	-60.1	16.4	368
75	2	0.000262	3.58	3.47	32.4	-45.3	12.3	30.7	-45.3	12.3	697	29	-45.2	12.3	630
74	2	0.000727	3.14	3.18	24.7	-77.2	-21.5	23.1	-76.7	-18.8	860	21.4	-76.3	-16	660
73	2	0.000186	3.73	3.56	-2.92	65.6	27.9	-2.94	64	28.2	1.57e+03	-2.97	62.3	28.5	1.52e+03
72	2	0.000135	3.87	3.64	-22.1	-34.2	-33.4	-22.2	-35.7	-33.1	376	-22.1	-34.2	-33.4	364
71	2	0.000226	3.65	3.51	13.4	64.1	-23.2	13.3	62.5	-22.9	431	13.3	60.8	-22.6	404
70	2	0.000247	3.61	3.48	-3.17	57.3	18	-3.19	55.8	18.3	821	-3.21	54.1	18.6	747
69	2	0.000809	3.09	3.15	57.1	-17.9	63.3	55.5	-17.4	66.1	465	57.1	-17.9	63.3	402
68	2	7.82e-05	4.11	3.78	-38.5	-8.22	-20.5	-38.5	-6.75	-20.7	340	-38.5	-8.22	-20.5	314
67	2	0.000899	3.05	3.12	6.05	-6	23.1	4.39	-4.31	22.9	1.39e+03	6.05	-6	23.1	1.38e+03
66	2	0.000635	3.2	3.22	63.8	-9.96	50.4	63.9	-8.32	50.2	518	63.8	-9.96	50.4	491
65	2	0.000102	3.99	3.71	9.48	22.4	-10.2	9.46	20.9	-9.93	431	9.48	22.4	-10.2	371
64	2	8.23e-05	4.08	3.77	49.3	4.72	-53.5	50.9	4.67	-53.5	365	49.3	4.72	-53.5	295
63	2	0.000112	3.95	3.69	-47.5	46.2	4.25	-45.8	46.2	4.21	736	-47.5	46.2	4.25	669
62	2	0.000659	3.18	3.21	-33	-78.1	-36.7	-31.3	-78.2	-36.8	479	-33	-78.1	-36.7	467
61	2	0.000182	3.74	3.56	45	-58.2	-48	45	-56.6	-48.3	375	45	-58.2	-48	371
60	2	0.000118	3.93	3.68	12.7	9.24	-7.98	12.7	10.8	-8.26	450	12.7	9.24	-7.98	391
59	2	0.00042	3.38	3.34	-52.4	-31.6	-21.6	-50.8	-31.6	-21.7	611	-49	-31.7	-21.7	539
58	1	0.000707	3.15	3.19	-28.3	-69.6	63.4	-28.3	-69.6	63.4	428	-28.3	-69.6	63.4	428
57	1	0.000123	3.91	3.67	-65.3	17.9	-29.9	-65.3	17.9	-29.9	317	-65.3	17.9	-29.9	317
56	1	0.000307	3.51	3.43	-25.4	-41.3	-15.1	-25.4	-41.3	-15.1	664	-25.4	-41.3	-15.1	664
55	1	6.49e-05	4.19	3.83	53	2.29	-24.9	53	2.29	-24.9	309	53	2.29	-24.9	309
54	1	0.000297	3.53	3.43	22.7	13	-25.9	22.7	13	-25.9	604	22.7	13	-25.9	604
53	1	0.000431	3.37	3.33	-26.8	53.2	30.7	-26.8	53.2	30.7	661	-26.8	53.2	30.7	661
52	1	0.000342	3.47	3.4	73.8	-11.9	39.2	73.8	-11.9	39.2	242	73.8	-11.9	39.2	242
51	1	0.000398	3.4	3.35	35.4	-46.3	-15.9	35.4	-46.3	-15.9	285	35.4	-46.3	-15.9	285
50	1	0.000792	3.1	3.16	50.4	0.249	49	50.4	0.249	49	286	50.4	0.249	49	286
49	1	0.000122	3.91	3.67	-51.9	10.1	-34.6	-51.9	10.1	-34.6	396	-51.9	10.1	-34.6	396
48	1	0.000624	3.2	3.23	-31.9	-10.1	-31.6	-31.9	-10.1	-31.6	411	-31.9	-10.1	-31.6	411
47	1	0.000514	3.29	3.28	7.02	40.8	43.2	7.02	40.8	43.2	432	7.02	40.8	43.2	432
46	1	0.000695	3.16	3.2	58.9	-52	-26.9	58.9	-52	-26.9	781	58.9	-52	-26.9	781
45	1	0.000164	3.79	3.59	-44.9	-55.2	67	-44.9	-55.2	67	525	-44.9	-55.2	67	525
44	1	0.000616	3.21	3.23	-64.8	-25.1	62.4	-64.8	-25.1	62.4	300	-64.8	-25.1	62.4	300
43	1	0.000689	3.16	3.2	6.79	18.7	52.7	6.79	18.7	52.7	369	6.79	18.7	52.7	369
42	1	0.000406	3.39	3.35	2.61	-45.8	69.7	2.61	-45.8	69.7	756	2.61	-45.8	69.7	756
41	1	0.000791	3.1	3.16	-25.2	-8.7	-43.4	-25.2	-8.7	-43.4	543	-25.2	-8.7	-43.4	543
40	1	0.000881	3.06	3.13	45.1	-56.6	-37	45.1	-56.6	-37	386	45.1	-56.6	-37	386
39	1	0.000603	3.22	3.24	-6.49	21.6	69.6	-6.49	21.6	69.6	1.18e+03	-6.49	21.6	69.6	1.18e+03
38	1	0.000436	3.36	3.33	-23	-82.5	-41.9	-23	-82.5	-41.9	340	-23	-82.5	-41.9	340
37	1	0.000367	3.43	3.38	-36.1	-43.7	-53.9	-36.1	-43.7	-53.9	566	-36.1	-43.7	-53.9	566
36	1	0.000961	3.02	3.1	-18	-45.4	47.6	-18	-45.4	47.6	304	-18	-45.4	47.6	304
35	1	0.000214	3.67	3.52	49.5	-52.2	35.6	49.5	-52.2	35.6	418	49.5	-52.2	35.6	418
34	1	0.000143	3.85	3.63	70.2	2.75	2.82	70.2	2.75	2.82	344	70.2	2.75	2.82	344
33	1	0.000447	3.35	3.32	-0.77	4.76	4.48	-0.77	4.76	4.48	974	-0.77	4.76	4.48	974
32	1	0.000366	3.44	3.38	-64.9	16.4	4.28	-64.9	16.4	4.28	332	-64.9	16.4	4.28	332
31	1	0.000859	3.07	3.14	6.57	47.1	-3.1	6.57	47.1	-3.1	565	6.57	47.1	-3.1	565
30	1	0.000864	3.06	3.13	-1.7	-83.5	42.5	-1.7	-83.5	42.5	600	-1.7	-83.5	42.5	600
29	1	0.000932	3.03	3.11	-44.1	51.8	-2.48	-44.1	51.8	-2.48	568	-44.1	51.8	-2.48	568
28	1	0.000288	3.54	3.44	-46	-71.8	2.13	-46	-71.8	2.13	420	-46	-71.8	2.13	420
27	1	0.000256	3.59	3.47	-17.4	11	20.8	-17.4	11	20.8	525	-17.4	11	20.8	525
26	1	0.000957	3.02	3.1	-10.9	-8.79	24.1	-10.9	-8.79	24.1	1.38e+03	-10.9	-8.79	24.1	1.38e+03
25	1	0.000224	3.65	3.51	5.25	-64.9	33.4	5.25	-64.9	33.4	349	5.25	-64.9	33.4	349
24	1	0.000803	3.1	3.15	-51.2	20.1	8.89	-51.2	20.1	8.89	299	-51.2	20.1	8.89	299
23	1	0.000975	3.01	3.1	-16.8	68.3	-0.463	-16.8	68.3	-0.463	403	-16.8	68.3	-0.463	403
22	1	0.000587	3.23	3.25	-30.9	13.9	15.1	-30.9	13.9	15.1	328	-30.9	13.9	15.1	328
21	1	0.000961	3.02	3.1	56.3	-37.7	21.6	56.3	-37.7	21.6	238	56.3	-37.7	21.6	238
20	1	0.000911	3.04	3.12	-28.7	-68.1	29.3	-28.7	-68.1	29.3	394	-28.7	-68.1	29.3	394
19	1	0.000656	3.18	3.21	53.7	18.9	17.4	53.7	18.9	17.4	362	53.7	18.9	17.4	362
18	1	0.000709	3.15	3.19	-75.7	-12.9	-12.9	-75.7	-12.9	-12.9	199	-75.7	-12.9	-12.9	199
17	1	0.000845	3.07	3.14	-72.2	-6.42	-14.2	-72.2	-6.42	-14.2	357	-72.2	-6.42	-14.2	357
16	1	0.000933	3.03	3.11	-24.5	21.7	-20.4	-24.5	21.7	-20.4	424	-24.5	21.7	-20.4	424
15	1	0.000199	3.7	3.54	-43.7	56.1	25	-43.7	56.1	25	309	-43.7	56.1	25	309
14	1	0.000739	3.13	3.18	-27.5	3.2	33.8	-27.5	3.2	33.8	239	-27.5	3.2	33.8	239
13	1	0.000777	3.11	3.16	-41.8	-52.1	43.8	-41.8	-52.1	43.8	379	-41.8	-52.1	43.8	379
12	1	0.000623	3.21	3.23	42	-71	-0.499	42	-71	-0.499	402	42	-71	-0.499	402
11	1	0.000551	3.26	3.26	-56.1	-68.3	1.8	-56.1	-68.3	1.8	393	-56.1	-68.3	1.8	393
10	1	0.000777	3.11	3.16	63.8	9.59	24.4	63.8	9.59	24.4	413	63.8	9.59	24.4	413
9	1	0.000779	3.11	3.16	13.6	50.3	18.8	13.6	50.3	18.8	356	13.6	50.3	18.8	356
8	1	0.000745	3.13	3.18	-52.2	-34.8	1.52	-52.2	-34.8	1.52	319	-52.2	-34.8	1.52	319
7	1	0.000694	3.16	3.2	30.5	49.8	18.4	30.5	49.8	18.4	416	30.5	49.8	18.4	416
6	1	0.000272	3.57	3.46	9.78	14.4	25.1	9.78	14.4	25.1	275	9.78	14.4	25.1	275
5	1	0.000638	3.2	3.22	15.3	-55.5	8.86	15.3	-55.5	8.86	946	15.3	-55.5	8.86	946
4	1	0.000795	3.1	3.16	12.2	-32.5	4.94	12.2	-32.5	4.94	764	12.2	-32.5	4.94	764
3	1	3.31e-06	5.48	4.51	1.23	-96.8	22.1	1.23	-96.8	22.1	1.26e+03	1.23	-96.8	22.1	1.26e+03
2	1	0.000851	3.07	3.14	52.3	-75.4	16.9	52.3	-75.4	16.9	509	52.3	-75.4	16.9	509
1	1	7.28e-05	4.14	3.8	-13.3	60.9	17.7	-13.3	60.9	17.7	516	-13.3	60.9	17.7	516
